,PLZ,Ortsname,YB,YB_relativ,YB_pro_1000,SCB,SCB_relativ,SCB_pro_1000
907,3098,Köniz,131.0,0.011656878448122441,11.656878448122441,132.0,0.011745862253069941,11.74586225306994
908,3099,"Rüschegg, Riggisberg, Rüeggisberg",1.0,0.003076923076923077,3.076923076923077,6.0,0.018461538461538463,18.461538461538463
909,3110,Münsingen,145.0,0.013067772170151405,13.067772170151406,122.0,0.01099495313626532,10.99495313626532
910,3111,"Münsingen, Tägertschi",2.0,0.0049504950495049506,4.9504950495049505,2.0,0.0049504950495049506,4.9504950495049505
911,3112,"Rubigen, Allmendingen",5.0,0.008635578583765112,8.635578583765112,10.0,0.017271157167530225,17.271157167530223
912,3113,"Rubigen, Worb",39.0,0.013251783893985729,13.25178389398573,39.0,0.013251783893985729,13.25178389398573
913,3114,"Kiesen, Wichtrach",42.0,0.010196649672250545,10.196649672250546,46.0,0.011167759164845836,11.167759164845837
914,3115,"Belp, Gerzensee, Mühledorf (BE)",16.0,0.01345668629100084,13.45668629100084,10.0,0.008410428931875526,8.410428931875526
915,3116,"Kirchdorf (BE), Mühledorf (BE), Noflen",9.0,0.006237006237006237,6.237006237006238,13.0,0.009009009009009009,9.00900900900901
916,3122,"Köniz, Belp, Kehrsatz",54.0,0.01275992438563327,12.759924385633271,47.0,0.01110586011342155,11.105860113421551
917,3123,"Belp, Kehrsatz, Toffen",147.0,0.013427109974424553,13.427109974424553,211.0,0.01927292656192912,19.272926561929122
918,3124,Belp,2.0,0.005917159763313609,5.9171597633136095,5.0,0.014792899408284023,14.792899408284024
919,3125,"Belp, Gelterfingen, Toffen",33.0,0.012495266944339266,12.495266944339265,32.0,0.0121166224914805,12.116622491480499
920,3126,"Gelterfingen, Kaufdorf, Toffen",5.0,0.0038461538461538464,3.8461538461538463,13.0,0.01,10.0
921,3127,"Lohnstorf, Mühlethurnen",14.0,0.00863664404688464,8.636644046884639,28.0,0.01727328809376928,17.273288093769278
922,3128,"Kirchenthurnen, Mühlethurnen, Rümligen",5.0,0.008183306055646482,8.183306055646481,2.0,0.0032733224222585926,3.273322422258593
923,3132,"Riggisberg, Rüeggisberg, Rümligen",11.0,0.0049172999552972736,4.917299955297273,33.0,0.014751899865891819,14.751899865891819
924,3144,Köniz,12.0,0.010517090271691499,10.5170902716915,15.0,0.013146362839614373,13.146362839614373
925,3145,"Köniz, Oberbalm",30.0,0.011029411764705883,11.029411764705882,37.0,0.013602941176470588,13.602941176470589
926,3147,"Köniz, Oberbalm",5.0,0.005543237250554324,5.543237250554324,8.0,0.008869179600886918,8.869179600886918
927,3148,Schwarzenburg,6.0,0.006224066390041493,6.224066390041493,11.0,0.011410788381742738,11.410788381742737
928,3150,"Guggisberg, Schwarzenburg",29.0,0.00666819958611175,6.66819958611175,41.0,0.00942745458726144,9.427454587261439
929,3152,"Rüschegg, Schwarzenburg",4.0,0.005479452054794521,5.47945205479452,8.0,0.010958904109589041,10.95890410958904
930,3153,Rüschegg,3.0,0.006276150627615063,6.2761506276150625,4.0,0.008368200836820083,8.368200836820083
931,3154,"Rüschegg, Schwarzenburg, Rüeggisberg",10.0,0.008305647840531562,8.305647840531561,4.0,0.0033222591362126247,3.3222591362126246
932,3155,"Riggisberg, Rüeggisberg",,,,2.0,0.005050505050505051,5.050505050505051
933,3156,"Guggisberg, Rüschegg",,,,4.0,0.01078167115902965,10.781671159029651
934,3157,"Guggisberg, Rüschegg, Schwarzenburg",2.0,0.005847953216374269,5.847953216374268,3.0,0.008771929824561403,8.771929824561402
935,3158,Guggisberg,1.0,0.0014388489208633094,1.4388489208633093,2.0,0.0028776978417266188,2.8776978417266186
936,3159,Guggisberg,,,,,,
937,3172,Köniz,52.0,0.018738738738738738,18.73873873873874,47.0,0.016936936936936937,16.936936936936938
938,3173,Köniz,14.0,0.009453072248480757,9.453072248480757,29.0,0.019581363943281565,19.581363943281566
939,3174,"Köniz, Neuenegg",30.0,0.012942191544434857,12.942191544434857,30.0,0.012942191544434857,12.942191544434857
940,3175,Wünnewil-Flamatt,18.0,0.008222932846048425,8.222932846048424,11.0,0.005025125628140704,5.025125628140704
941,3176,"Neuenegg, Wünnewil-Flamatt",44.0,0.011494252873563218,11.494252873563218,55.0,0.014367816091954023,14.367816091954023
942,3177,"Ferenbalm, Laupen, Neuenegg",30.0,0.010104412260020209,10.104412260020208,35.0,0.011788480970023578,11.788480970023578
943,3178,Bösingen,25.0,0.007438262421898245,7.438262421898245,27.0,0.008033323415650105,8.033323415650106
944,3179,"Kriechenwil, Gurmels",,,,13.0,0.03009259259259259,30.09259259259259
945,3182,"St. Antoni, Schmitten (FR), Ueberstorf",11.0,0.004590984974958264,4.590984974958264,7.0,0.002921535893155259,2.9215358931552586
946,3183,Schwarzenburg,1.0,0.002183406113537118,2.1834061135371177,4.0,0.008733624454148471,8.73362445414847
947,3184,"Bösingen, Wünnewil-Flamatt",15.0,0.0047831632653061226,4.783163265306123,6.0,0.001913265306122449,1.913265306122449
948,3185,"Bösingen, St. Antoni, Schmitten (FR), Wünnewil-Flamatt",11.0,0.002683581361307636,2.683581361307636,12.0,0.002927543303244694,2.927543303244694
949,3186,Düdingen,20.0,0.002627085248916327,2.627085248916327,18.0,0.0023643767240246944,2.3643767240246945
950,3202,"Frauenkappelen, Mühleberg",35.0,0.03125,31.25,21.0,0.01875,18.75
951,3203,Mühleberg,23.0,0.01902398676592225,19.02398676592225,20.0,0.016542597187758478,16.542597187758478
952,3204,"Mühleberg, Neuenegg",17.0,0.01710261569416499,17.102615694164992,17.0,0.01710261569416499,17.102615694164992
953,3205,"Ferenbalm, Mühleberg, Gurmels",24.0,0.02318840579710145,23.18840579710145,20.0,0.01932367149758454,19.32367149758454
954,3206,"Ferenbalm, Gurmels",3.0,0.002638522427440633,2.638522427440633,8.0,0.007036059806508356,7.036059806508356
955,3207,"Ferenbalm, Golaten, Wileroltigen, Kerzers",7.0,0.009628610729023384,9.628610729023384,10.0,0.013755158184319119,13.75515818431912
956,3208,Gurbrü,5.0,0.020833333333333332,20.833333333333332,9.0,0.0375,37.5
957,3210,"Gurbrü, Kerzers",60.0,0.012424932698281217,12.424932698281218,43.0,0.008904535100434872,8.904535100434872
958,3212,Gurmels,3.0,0.0015463917525773195,1.5463917525773194,4.0,0.002061855670103093,2.061855670103093
959,3213,"Gurmels, Kleinbösingen",2.0,0.0015267175572519084,1.5267175572519083,2.0,0.0015267175572519084,1.5267175572519083
960,3214,Ulmiz,4.0,0.009876543209876543,9.876543209876543,2.0,0.0049382716049382715,4.938271604938271
961,3215,"Gempenach, Murten",6.0,0.00933125972006221,9.33125972006221,8.0,0.012441679626749611,12.441679626749611
962,3216,Ried bei Kerzers,17.0,0.01555352241537054,15.55352241537054,7.0,0.006404391582799634,6.404391582799634
963,3225,Müntschemier,15.0,0.01145912910618793,11.45912910618793,19.0,0.014514896867838044,14.514896867838043
964,3226,"Kallnach, Treiten",6.0,0.013793103448275862,13.793103448275861,3.0,0.006896551724137931,6.896551724137931
965,3232,"Erlach, Ins",7.0,0.002066115702479339,2.066115702479339,13.0,0.0038370720188902006,3.8370720188902006
966,3233,"Erlach, Tschugg",2.0,0.004405286343612335,4.405286343612335,5.0,0.011013215859030838,11.013215859030838
967,3234,Vinelz,2.0,0.0023501762632197414,2.3501762632197414,10.0,0.011750881316098707,11.750881316098708
968,3235,"Erlach, Gals, Twann-Tüscherz",3.0,0.0022156573116691287,2.2156573116691285,10.0,0.007385524372230428,7.385524372230428
969,3236,"Gampelen, Ins",1.0,0.0011534025374855825,1.1534025374855825,2.0,0.002306805074971165,2.306805074971165
970,3237,Brüttelen,1.0,0.0017605633802816902,1.7605633802816902,6.0,0.01056338028169014,10.56338028169014
971,3238,Gals,,,,4.0,0.005405405405405406,5.405405405405405
972,3250,"Aarberg, Kappelen, Lyss",92.0,0.007518182561085233,7.518182561085233,95.0,0.0077633406880771435,7.763340688077143
973,3251,"Rapperswil (BE), Wengi",4.0,0.004914004914004914,4.914004914004914,12.0,0.014742014742014743,14.742014742014742
974,3252,"Kappelen, Worben",11.0,0.004805591961555264,4.805591961555264,25.0,0.010921799912625601,10.921799912625602
975,3253,Schnottwil,12.0,0.011417697431018078,11.417697431018079,3.0,0.0028544243577545195,2.8544243577545196
976,3254,"Rapperswil (BE), Messen",10.0,0.00825082508250825,8.25082508250825,7.0,0.005775577557755775,5.775577557755775
977,3255,Rapperswil (BE),12.0,0.01079136690647482,10.79136690647482,26.0,0.023381294964028777,23.38129496402878
978,3256,Rapperswil (BE),5.0,0.007407407407407408,7.407407407407407,15.0,0.022222222222222223,22.22222222222222
979,3257,Grossaffoltern,18.0,0.007815892314372557,7.815892314372557,35.0,0.015197568389057751,15.197568389057752
980,3262,Grossaffoltern,16.0,0.024806201550387597,24.8062015503876,5.0,0.007751937984496124,7.751937984496124
981,3263,Büetigen,5.0,0.006105006105006105,6.105006105006105,3.0,0.003663003663003663,3.663003663003663
982,3264,Diessbach bei Büren,1.0,0.001034126163391934,1.0341261633919339,5.0,0.005170630816959669,5.170630816959669
983,3266,Seedorf (BE),5.0,0.008503401360544218,8.503401360544219,4.0,0.006802721088435374,6.802721088435374
984,3267,"Aarberg, Seedorf (BE)",17.0,0.010107015457788348,10.107015457788348,26.0,0.015457788347205707,15.457788347205707
985,3268,Seedorf (BE),11.0,0.022494887525562373,22.494887525562373,2.0,0.00408997955010225,4.08997955010225
986,3270,"Aarberg, Seedorf (BE)",39.0,0.008853575482406357,8.853575482406358,46.0,0.010442678774120319,10.442678774120319
987,3271,Radelfingen,7.0,0.017948717948717947,17.94871794871795,5.0,0.01282051282051282,12.82051282051282
988,3272,"Epsach, Walperswil",3.0,0.0022813688212927757,2.2813688212927756,17.0,0.012927756653992395,12.927756653992395
989,3273,"Aarberg, Kappelen",6.0,0.004531722054380665,4.531722054380665,10.0,0.0075528700906344415,7.552870090634442
990,3274,"Bühl, Hermrigen, Merzligen",1.0,0.000925925925925926,0.9259259259259259,4.0,0.003703703703703704,3.7037037037037037
991,3280,"Courgevaux, Greng, Meyriez, Murten",17.0,0.0022809606869716894,2.2809606869716896,38.0,0.005098618006172011,5.0986180061720106
992,3282,Bargen (BE),7.0,0.007209062821833162,7.209062821833162,8.0,0.008238928939237899,8.2389289392379
993,3283,"Bargen (BE), Kallnach",8.0,0.0040941658137154556,4.094165813715455,20.0,0.01023541453428864,10.235414534288639
994,3284,Fräschels,5.0,0.01098901098901099,10.989010989010989,1.0,0.002197802197802198,2.197802197802198
995,3285,"Galmiz, Murten",,,,11.0,0.01687116564417178,16.87116564417178
996,3286,Muntelier,9.0,0.00944386149003148,9.44386149003148,7.0,0.007345225603357817,7.345225603357817
997,3292,Lyss,6.0,0.003084832904884319,3.084832904884319,31.0,0.015938303341902313,15.938303341902312
998,3293,Dotzigen,5.0,0.0035236081747709656,3.5236081747709656,13.0,0.009161381254404511,9.16138125440451
999,3294,"Büren an der Aare, Dotzigen, Meienried",17.0,0.0048502139800285305,4.85021398002853,20.0,0.005706134094151213,5.706134094151213
1000,3295,Rüti bei Büren,3.0,0.0036231884057971015,3.6231884057971016,1.0,0.0012077294685990338,1.2077294685990339
1001,3296,Arch,4.0,0.002621231979030144,2.6212319790301444,9.0,0.005897771952817824,5.897771952817824
1002,3297,Leuzigen,11.0,0.008928571428571428,8.928571428571429,4.0,0.003246753246753247,3.246753246753247
1003,3298,Oberwil bei Büren,4.0,0.004830917874396135,4.830917874396135,9.0,0.010869565217391304,10.869565217391305
1004,3302,Moosseedorf,57.0,0.014522292993630573,14.522292993630574,81.0,0.020636942675159236,20.636942675159236
1005,3303,"Jegenstorf, Zuzwil (BE)",91.0,0.015191986644407346,15.191986644407347,95.0,0.015859766277128547,15.859766277128546
1006,3305,"Jegenstorf, Iffwil",8.0,0.015594541910331383,15.594541910331383,9.0,0.017543859649122806,17.543859649122805
1007,3306,Fraubrunnen,5.0,0.016286644951140065,16.286644951140065,5.0,0.016286644951140065,16.286644951140065
1008,3307,Messen,5.0,0.026455026455026454,26.455026455026452,10.0,0.05291005291005291,52.910052910052904
1009,3308,Fraubrunnen,23.0,0.023809523809523808,23.809523809523807,17.0,0.017598343685300208,17.598343685300208
1010,3309,"Kernenried, Fraubrunnen",4.0,0.0050062578222778474,5.006257822277847,17.0,0.02127659574468085,21.27659574468085
1011,3312,Fraubrunnen,25.0,0.01385809312638581,13.85809312638581,28.0,0.015521064301552107,15.521064301552107
1012,3313,Fraubrunnen,13.0,0.027896995708154508,27.89699570815451,5.0,0.01072961373390558,10.729613733905579
1013,3314,"Bätterkinden, Fraubrunnen",4.0,0.007952286282306162,7.952286282306162,3.0,0.005964214711729622,5.964214711729622
1014,3315,Bätterkinden,46.0,0.014881915237787124,14.881915237787124,38.0,0.012293756065998059,12.293756065998059
1015,3317,Fraubrunnen,5.0,0.008928571428571428,8.928571428571429,6.0,0.010714285714285714,10.714285714285714
1016,3322,"Mattstetten, Moosseedorf, Urtenen-Schönbühl",138.0,0.020420242675347738,20.420242675347737,114.0,0.016868896123113347,16.86889612311335
1017,3323,Bäriswil,18.0,0.017357762777242044,17.357762777242044,14.0,0.013500482160077145,13.500482160077146
1018,3324,"Hindelbank, Mötschwil",37.0,0.015182601559294214,15.182601559294215,40.0,0.016413623307345096,16.413623307345095
1019,3325,"Hindelbank, Krauchthal, Mötschwil",13.0,0.013933547695605574,13.933547695605574,17.0,0.01822079314040729,18.220793140407288
1020,3326,"Bolligen, Krauchthal",14.0,0.009742519137091163,9.742519137091163,22.0,0.015309672929714684,15.309672929714683
1021,3360,Herzogenbuchsee,23.0,0.0038733580330077466,3.873358033007747,26.0,0.004378578646008757,4.378578646008757
1022,3362,Niederönz,5.0,0.0031605562579013905,3.1605562579013906,4.0,0.0025284450063211127,2.5284450063211126
1023,3363,Herzogenbuchsee,,,,3.0,0.0029469548133595285,2.9469548133595285
1024,3365,Seeberg,5.0,0.004739336492890996,4.739336492890995,4.0,0.0037914691943127963,3.7914691943127963
1025,3366,Bettenhausen,5.0,0.007363770250368188,7.363770250368188,2.0,0.0029455081001472753,2.945508100147275
1026,3367,"Ochlenberg, Thörigen",5.0,0.003762227238525207,3.762227238525207,4.0,0.0030097817908201654,3.0097817908201656
1027,3368,"Bleienbach, Lotzwil",4.0,0.0058823529411764705,5.88235294117647,4.0,0.0058823529411764705,5.88235294117647
1028,3372,Heimenhausen,,,,,,
1029,3373,Heimenhausen,,,,2.0,0.002403846153846154,2.403846153846154
1030,3374,Wangenried,,,,1.0,0.002369668246445498,2.3696682464454977
1031,3375,Inkwil,,,,5.0,0.008,8.0
1032,3376,"Berken, Graben",,,,,,
1033,3377,Walliswil bei Wangen,,,,5.0,0.008665511265164644,8.665511265164644
1034,3380,"Walliswil bei Niederbipp, Wangen an der Aare, Wiedlisbach",6.0,0.0024232633279483036,2.4232633279483036,11.0,0.0044426494345718905,4.442649434571891
1035,3400,"Burgdorf, Kirchberg (BE)",120.0,0.007685902773329917,7.685902773329917,64.0,0.004099148145775956,4.099148145775956
1036,3412,Heimiswil,5.0,0.0051440329218107,5.1440329218107,10.0,0.0102880658436214,10.2880658436214
1037,3413,"Burgdorf, Heimiswil, Affoltern im Emmental",2.0,0.0039447731755424065,3.9447731755424065,4.0,0.007889546351084813,7.889546351084813
1038,3414,"Burgdorf, Oberburg, Lützelflüh",20.0,0.00536480686695279,5.364806866952789,22.0,0.005901287553648069,5.901287553648069
1039,3415,"Hasle bei Burgdorf, Heimiswil, Lützelflüh, Rüegsau",31.0,0.007142857142857143,7.142857142857142,27.0,0.006221198156682027,6.221198156682028
1040,3416,"Heimiswil, Affoltern im Emmental, Rüegsau, Sumiswald",,,,1.0,0.0015625,1.5625
1041,3417,Rüegsau,4.0,0.00904977375565611,9.04977375565611,1.0,0.0022624434389140274,2.2624434389140275
1042,3418,"Heimiswil, Affoltern im Emmental, Lützelflüh, Rüegsau",5.0,0.007072135785007072,7.072135785007072,,,
1043,3419,"Hasle bei Burgdorf, Lützelflüh",6.0,0.012684989429175475,12.684989429175475,2.0,0.004228329809725159,4.2283298097251585
1044,3421,"Lyssach, Mötschwil, Oberburg, Rüti bei Lyssach",21.0,0.012665862484921592,12.665862484921593,22.0,0.013268998793727383,13.268998793727382
1045,3422,"Ersigen, Kirchberg (BE), Rüdtligen-Alchenflüh",89.0,0.011395646606914212,11.395646606914212,74.0,0.009475032010243278,9.475032010243279
1046,3423,Ersigen,12.0,0.007194244604316547,7.194244604316547,13.0,0.0077937649880095924,7.793764988009593
1047,3424,Ersigen,,,,2.0,0.005847953216374269,5.847953216374268
1048,3425,"Ersigen, Koppigen, Willadingen",25.0,0.010752688172043012,10.752688172043012,42.0,0.01806451612903226,18.06451612903226
1049,3426,Aefligen,9.0,0.008482563619227144,8.482563619227143,18.0,0.016965127238454288,16.965127238454286
1050,3427,"Utzenstorf, Wiler bei Utzenstorf",50.0,0.011859582542694497,11.859582542694497,54.0,0.012808349146110056,12.808349146110057
1051,3428,Wiler bei Utzenstorf,5.0,0.006024096385542169,6.024096385542169,3.0,0.0036144578313253013,3.6144578313253013
1052,3429,"Hellsau, Höchstetten",,,,4.0,0.008528784648187633,8.528784648187633
1053,3432,"Hasle bei Burgdorf, Rüderswil, Lützelflüh",12.0,0.003943476832073612,3.9434768320736118,12.0,0.003943476832073612,3.9434768320736118
1054,3433,"Hasle bei Burgdorf, Lauperswil, Rüderswil, Lützelflüh",,,,1.0,0.0019305019305019305,1.9305019305019306
1055,3434,"Landiswil, Lützelflüh",2.0,0.0030257186081694403,3.0257186081694405,2.0,0.0030257186081694403,3.0257186081694405
1056,3435,Lützelflüh,,,,2.0,0.007633587786259542,7.633587786259541
1057,3436,"Lauperswil, Rüderswil",8.0,0.003040668947168377,3.040668947168377,3.0,0.0011402508551881414,1.1402508551881414
1058,3437,Rüderswil,,,,,,
1059,3438,"Lauperswil, Rüderswil",1.0,0.0018450184501845018,1.8450184501845017,,,
1060,3439,"Rüderswil, Lützelflüh",1.0,0.001941747572815534,1.941747572815534,,,
1061,3452,Lützelflüh,4.0,0.005319148936170213,5.319148936170213,5.0,0.006648936170212766,6.648936170212766
1062,3453,"Rüderswil, Lützelflüh, Trachselwald",1.0,0.0011098779134295228,1.1098779134295227,1.0,0.0011098779134295228,1.1098779134295227
1063,3454,"Lützelflüh, Rüegsau, Sumiswald",21.0,0.008359872611464968,8.359872611464969,9.0,0.0035828025477707007,3.582802547770701
1064,3455,Sumiswald,6.0,0.01011804384485666,10.118043844856661,2.0,0.003372681281618887,3.372681281618887
1065,3456,"Lützelflüh, Trachselwald",,,,,,
1066,3457,"Sumiswald, Wyssachen",1.0,0.0005449591280653951,0.5449591280653951,9.0,0.004904632152588556,4.904632152588556
1067,3462,"Affoltern im Emmental, Sumiswald",1.0,0.002008032128514056,2.008032128514056,,,
1068,3463,"Affoltern im Emmental, Dürrenroth, Walterswil (BE)",2.0,0.006006006006006006,6.006006006006006,2.0,0.006006006006006006,6.006006006006006
1069,3464,"Wynigen, Affoltern im Emmental, Dürrenroth, Walterswil (BE)",,,,1.0,0.002967359050445104,2.967359050445104
1070,3465,Dürrenroth,5.0,0.0056753688989784334,5.675368898978434,,,
1071,3472,"Burgdorf, Ersigen, Heimiswil, Rumendingen, Wynigen",16.0,0.009389671361502348,9.389671361502348,10.0,0.005868544600938967,5.868544600938967
1072,3473,Alchenstorf,3.0,0.005136986301369863,5.136986301369863,7.0,0.011986301369863013,11.986301369863012
1073,3474,"Wynigen, Seeberg",1.0,0.0028089887640449437,2.8089887640449436,1.0,0.0028089887640449437,2.8089887640449436
1074,3475,Seeberg,,,,4.0,0.011764705882352941,11.76470588235294
1075,3476,"Ochlenberg, Seeberg, Thörigen",,,,,,
1076,3503,Konolfingen,1.0,0.0024813895781637717,2.4813895781637716,3.0,0.007444168734491315,7.444168734491315
1077,3504,"Niederhünigen, Oberhünigen",4.0,0.004555808656036446,4.555808656036446,1.0,0.0011389521640091116,1.1389521640091116
1078,3506,"Grosshöchstetten, Mirchel, Oberthal, Zäziwil",42.0,0.011712214166201896,11.712214166201896,23.0,0.006413831567205801,6.413831567205801
1079,3507,"Arni (BE), Biglen",15.0,0.007928118393234672,7.928118393234672,19.0,0.01004228329809725,10.042283298097251
1080,3508,"Arni (BE), Landiswil, Oberthal",2.0,0.002386634844868735,2.3866348448687353,7.0,0.008353221957040573,8.353221957040573
1081,3510,"Freimettigen, Häutligen, Konolfingen, Niederhünigen, Wichtrach",61.0,0.01131935424011876,11.319354240118761,52.0,0.009649285581740583,9.649285581740584
1082,3512,Walkringen,9.0,0.007275666936135812,7.275666936135813,6.0,0.004850444624090542,4.850444624090542
1083,3513,"Vechigen, Hasle bei Burgdorf, Walkringen",2.0,0.003367003367003367,3.3670033670033668,3.0,0.005050505050505051,5.050505050505051
1084,3531,"Bowil, Oberthal, Zäziwil",1.0,0.0015822784810126582,1.5822784810126582,,,
1085,3532,"Mirchel, Zäziwil, Oberhünigen",21.0,0.009506564056133997,9.506564056133998,17.0,0.007695789950203712,7.695789950203713
1086,3533,"Bowil, Zäziwil, Oberhünigen, Röthenbach im Emmental",3.0,0.0024330900243309003,2.4330900243309004,2.0,0.0016220600162206002,1.6220600162206003
1087,3534,"Bowil, Signau",5.0,0.002799552071668533,2.799552071668533,,,
1088,3535,"Langnau im Emmental, Signau",1.0,0.0009765625,0.9765625,,,
1089,3536,Eggiwil,2.0,0.0036231884057971015,3.6231884057971016,1.0,0.0018115942028985507,1.8115942028985508
1090,3537,"Eggiwil, Röthenbach im Emmental, Trub, Trubschachen",,,,,,
1091,3538,"Bowil, Linden, Röthenbach im Emmental",,,,,,
1092,3543,"Langnau im Emmental, Lauperswil, Signau",4.0,0.007874015748031496,7.874015748031496,,,
1093,3550,"Eggiwil, Langnau im Emmental, Lauperswil",26.0,0.0036661026508742244,3.6661026508742243,7.0,0.0009870276367738298,0.9870276367738298
1094,3551,"Langnau im Emmental, Lauperswil, Trachselwald",,,,,,
1095,3552,"Langnau im Emmental, Trub",,,,1.0,0.0008312551953449709,0.8312551953449709
1096,3553,Langnau im Emmental,1.0,0.001890359168241966,1.890359168241966,1.0,0.001890359168241966,1.890359168241966
1097,3555,"Langnau im Emmental, Trub, Trubschachen, Escholzmatt-Marbach",1.0,0.0006097560975609756,0.6097560975609756,3.0,0.001829268292682927,1.829268292682927
1098,3556,"Trub, Trubschachen",,,,1.0,0.0012121212121212121,1.2121212121212122
1099,3557,Trub,,,,,,
1100,3600,"Hilterfingen, Thun",55.0,0.0031665611146295125,3.1665611146295127,75.0,0.004318037883585699,4.318037883585699
1101,3603,Thun,3.0,0.0010053619302949062,1.0053619302949062,12.0,0.004021447721179625,4.021447721179625
1102,3604,Thun,36.0,0.002297676793464386,2.297676793464386,96.0,0.006127138115905029,6.127138115905029
1103,3608,Thun,11.0,0.004678860059549128,4.678860059549128,13.0,0.00552956188855806,5.52956188855806
1104,3612,"Fahrni, Schwendibach, Steffisburg, Thun",32.0,0.0028535758872837527,2.853575887283753,57.0,0.005082932049224184,5.082932049224183
1105,3613,"Heimberg, Steffisburg",9.0,0.0017716535433070866,1.7716535433070866,27.0,0.00531496062992126,5.31496062992126
1106,3614,"Buchholterberg, Unterlangenegg",1.0,0.0014814814814814814,1.4814814814814814,1.0,0.0014814814814814814,1.4814814814814814
1107,3615,"Linden, Röthenbach im Emmental, Buchholterberg",4.0,0.0026490066225165563,2.6490066225165565,8.0,0.005298013245033113,5.298013245033113
1108,3616,"Eriz, Oberlangenegg, Unterlangenegg",,,,6.0,0.00894187779433681,8.941877794336811
1109,3617,"Fahrni, Steffisburg",2.0,0.002372479240806643,2.3724792408066433,11.0,0.013048635824436536,13.048635824436536
1110,3618,"Eggiwil, Röthenbach im Emmental, Buchholterberg, Oberlangenegg, Wachseldorn",,,,2.0,0.003236245954692557,3.236245954692557
1111,3619,"Eriz, Horrenbach-Buchen, Sigriswil",,,,1.0,0.0018832391713747645,1.8832391713747645
1112,3622,Homberg,,,,,,
1113,3623,"Horrenbach-Buchen, Sigriswil, Teuffenthal (BE)",,,,,,
1114,3624,"Homberg, Schwendibach, Thun",2.0,0.0014803849000740192,1.4803849000740192,4.0,0.0029607698001480384,2.9607698001480385
1115,3625,"Heiligenschwendi, Hilterfingen",,,,5.0,0.00725689404934688,7.256894049346879
1116,3626,"Hilterfingen, Thun",10.0,0.003481894150417827,3.481894150417827,7.0,0.002437325905292479,2.437325905292479
1117,3627,"Heimberg, Steffisburg",19.0,0.003173012692050768,3.173012692050768,65.0,0.01085504342017368,10.855043420173681
1118,3628,Uttigen,11.0,0.005786428195686481,5.78642819568648,21.0,0.011046817464492372,11.046817464492372
1119,3629,"Kiesen, Oppligen, Jaberg, Kirchdorf (BE)",18.0,0.00989010989010989,9.89010989010989,25.0,0.013736263736263736,13.736263736263735
1120,3631,Stocken-Höfen,1.0,0.0022727272727272726,2.2727272727272725,2.0,0.004545454545454545,4.545454545454545
1121,3632,Stocken-Höfen,,,,2.0,0.003766478342749529,3.766478342749529
1122,3633,"Amsoldingen, Thierachern",,,,3.0,0.003703703703703704,3.7037037037037037
1123,3634,Thierachern,10.0,0.004118616144975288,4.118616144975288,9.0,0.0037067545304777594,3.7067545304777596
1124,3635,"Thierachern, Uebeschi",1.0,0.0014619883040935672,1.461988304093567,6.0,0.008771929824561403,8.771929824561402
1125,3636,"Thierachern, Forst-Längenbühl",1.0,0.0013175230566534915,1.3175230566534915,4.0,0.005270092226613966,5.270092226613966
1126,3638,"Blumenstein, Pohlern",5.0,0.0035112359550561797,3.5112359550561796,7.0,0.0049157303370786515,4.915730337078651
1127,3645,"Spiez, Thun, Zwieselberg",11.0,0.0027153789187854853,2.7153789187854853,27.0,0.0066650209824734635,6.665020982473464
1128,3646,Spiez,2.0,0.0018165304268846503,1.8165304268846503,8.0,0.007266121707538601,7.266121707538601
1129,3647,Reutigen,1.0,0.0010111223458038423,1.0111223458038423,4.0,0.004044489383215369,4.044489383215369
1130,3652,"Hilterfingen, Oberhofen am Thunersee",4.0,0.002177463255307567,2.177463255307567,10.0,0.005443658138268917,5.443658138268916
1131,3653,Oberhofen am Thunersee,5.0,0.0021404109589041095,2.1404109589041096,10.0,0.004280821917808219,4.280821917808219
1132,3654,"Oberhofen am Thunersee, Sigriswil",3.0,0.003468208092485549,3.468208092485549,4.0,0.004624277456647399,4.624277456647399
1133,3655,Sigriswil,6.0,0.004155124653739612,4.1551246537396125,8.0,0.00554016620498615,5.54016620498615
1134,3656,Sigriswil,4.0,0.004581901489117984,4.581901489117985,3.0,0.003436426116838488,3.4364261168384878
1135,3657,Sigriswil,,,,2.0,0.0033500837520938024,3.3500837520938025
1136,3658,Sigriswil,1.0,0.0011248593925759281,1.124859392575928,3.0,0.003374578177727784,3.374578177727784
1137,3661,Uetendorf,24.0,0.0039946737683089215,3.9946737683089215,66.0,0.010985352862849533,10.985352862849533
1138,3662,Seftigen,11.0,0.0054107230693556324,5.410723069355632,12.0,0.005902606984751598,5.902606984751598
1139,3663,"Gurzelen, Forst-Längenbühl",1.0,0.0011904761904761906,1.1904761904761907,3.0,0.0035714285714285713,3.571428571428571
1140,3664,"Burgistein, Gurzelen, Riggisberg, Wattenwil",5.0,0.004125412541254125,4.125412541254125,10.0,0.00825082508250825,8.25082508250825
1141,3665,"Burgistein, Wattenwil, Forst-Längenbühl",15.0,0.005302226935312832,5.302226935312832,22.0,0.007776599505125486,7.776599505125486
1142,3671,"Brenzikofen, Herbligen, Heimberg",8.0,0.0071877807726864335,7.187780772686433,19.0,0.017070979335130278,17.07097933513028
1143,3672,"Linden, Oberdiessbach",31.0,0.009913655260633194,9.913655260633194,25.0,0.00799488327470419,7.99488327470419
