diagnosedatum;kanton;bezirk;gemeinde;seuchengruppe;tierseuche;tierart;tierkategorie;anzahlinfizierterfaelle;anzahlgetoetefaelle
"13.05.2011";"Bern";"La Neuveville";"Lamboing";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"16.05.2011";"Bern";"Fraubrunnen";"Moosseedorf";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"16.05.2011";"Bern";"Trachselwald";"Affoltern im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"16.05.2011";"Bern";"Oberhasli";"Meiringen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"16.05.2011";"Bern";"Thun (bis 2010)";"Eriz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"17.05.2011";"Bern";"Thun (bis 2010)";"Fahrni";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"17.05.2011";"Bern";"Thun";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"17.05.2011";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"17.05.2011";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"17.05.2011";"Bern";"Konolfingen";"Niederhünigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"18.05.2011";"Bern";"Trachselwald";"Sumiswald";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2011";"Bern";"Obersimmental";"Lenk";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2011";"Bern";"Interlaken-Oberhasli";"Gadmen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2011";"Bern";"Bern";"Oberbalm";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2011";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2011";"Bern";"Trachselwald";"Huttwil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"20.05.2011";"Bern";"Büren";"Pieterlen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"20.05.2011";"Bern";"Trachselwald";"Lützelflüh";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"20.05.2011";"Bern";"Trachselwald";"Lützelflüh";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"23.05.2011";"Bern";"La Neuveville";"Lamboing";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"23.05.2011";"Bern";"La Neuveville";"Lamboing";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";1;0
"23.05.2011";"Bern";"Büren";"Pieterlen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"23.05.2011";"Bern";"Büren";"Pieterlen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"23.05.2011";"Bern";"Burgdorf";"Oberburg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"23.05.2011";"Bern";"Emmental";"Oberburg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"23.05.2011";"Bern";"Konolfingen";"Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"23.05.2011";"Bern";"Konolfingen";"Rubigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"23.05.2011";"Bern";"Seftigen";"Niedermuhlern";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"23.05.2011";"Bern";"Aarwangen";"Rohrbachgraben";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"24.05.2011";"Bern";"Nidau";"Safnern";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"25.05.2011";"Bern";"Emmental";"Signau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"25.05.2011";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"25.05.2011";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"25.05.2011";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"25.05.2011";"Bern";"Seftigen";"Belpberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"25.05.2011";"Bern";"Burgdorf";"Heimiswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"26.05.2011";"Bern";"Trachselwald";"Dürrenroth";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.05.2011";"Bern";"Burgdorf";"Oberburg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.05.2011";"Bern";"Konolfingen";"Niederhünigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.05.2011";"Bern";"Bern-Mittelland";"Wichtrach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"30.05.2011";"Bern";"Seftigen";"Mühledorf (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"30.05.2011";"Bern";"Bern";"Wohlen bei Bern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"11.06.2011";"Bern";"Bern-Mittelland";"Bern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"15.06.2011";"Bern";"Niedersimmental";"Oberwil im Simmental";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"23.06.2011";"Bern";"Bern";"Wohlen bei Bern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"15.06.2011";"Bern";"Trachselwald";"Affoltern im Emmental";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"15.06.2011";"Bern";"Laupen";"Münchenwiler";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"25.06.2011";"Bern";"Fraubrunnen";"Mülchi";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"04.07.2011";"Bern";"Fraubrunnen";"Limpach";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"12.07.2011";"Bern";"Signau";"Röthenbach im Emmental";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"11.08.2011";"Bern";"Interlaken";"Unterseen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"04.08.2011";"Bern";"Courtelary";"Mont-Tramelan";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"11.08.2011";"Bern";"Aarwangen";"Madiswil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"26.07.2011";"Bern";"Trachselwald";"Affoltern im Emmental";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"26.07.2011";"Bern";"Bern-Mittelland";"Wohlen bei Bern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"25.08.2011";"Bern";"Schwarzenburg";"Guggisberg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"25.08.2011";"Bern";"Konolfingen";"Oberthal";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"22.08.2011";"Bern";"Seeland";"Rapperswil (BE)";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"25.08.2011";"Bern";"Bern";"Wohlen bei Bern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";6;0
"08.09.2011";"Bern";"Konolfingen";"Bleiken bei Oberdiessbach";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"25.08.2011";"Bern";"Thun (bis 2010)";"Wachseldorn";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"13.09.2011";"Bern";"Signau";"Eggiwil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"19.09.2011";"Bern";"Thun (bis 2010)";"Uebeschi";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"19.09.2011";"Bern";"Konolfingen";"Aeschlen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"22.09.2011";"Bern";"Bern-Mittelland";"Wileroltigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"06.10.2011";"Bern";"Bern";"Wohlen bei Bern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"13.10.2011";"Bern";"Emmental";"Wynigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"10.11.2011";"Bern";"Interlaken";"Beatenberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"10.11.2011";"Bern";"Signau";"Schangnau";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"06.10.2011";"Bern";"Burgdorf";"Heimiswil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"26.10.2011";"Bern";"Niedersimmental";"Oberwil im Simmental";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"14.11.2011";"Bern";"Courtelary";"Vauffelin";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"14.11.2011";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"14.11.2011";"Bern";"Signau";"Röthenbach im Emmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"17.11.2011";"Bern";"Courtelary";"La Ferrière";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"17.11.2011";"Bern";"Frutigen-Niedersimmental";"Oberwil im Simmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"26.10.2011";"Bern";"Frutigen";"Frutigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"31.10.2011";"Bern";"Nidau";"Walperswil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"21.11.2011";"Bern";"Interlaken";"Brienzwiler";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"22.11.2011";"Bern";"Oberhasli";"Innertkirchen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"03.11.2011";"Bern";"Fraubrunnen";"Utzenstorf";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"29.11.2011";"Bern";"Interlaken";"Lütschental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"29.11.2011";"Bern";"Konolfingen";"Biglen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"29.11.2011";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"05.12.2011";"Bern";"Büren";"Wengi";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"05.12.2011";"Bern";"Thun (bis 2010)";"Blumenstein";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"05.12.2011";"Bern";"Niedersimmental";"Niederstocken";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"06.12.2011";"Bern";"Thun (bis 2010)";"Eriz";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"06.12.2011";"Bern";"Niedersimmental";"Därstetten";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"12.12.2011";"Bern";"Trachselwald";"Affoltern im Emmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"12.12.2011";"Bern";"Obersimmental";"Lenk";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"12.12.2011";"Bern";"Büren";"Pieterlen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"12.12.2011";"Bern";"Schwarzenburg";"Wahlern";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"12.12.2011";"Bern";"Burgdorf";"Hasle bei Burgdorf";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"19.12.2011";"Bern";"Seftigen";"Rüeggisberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"21.12.2011";"Bern";"Courtelary";"Corgémont";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"21.12.2011";"Bern";"Seftigen";"Gurzelen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";3;0
"15.11.2011";"Bern";"Thun (bis 2010)";"Sigriswil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";3;0
"02.12.2011";"Bern";"Konolfingen";"Oberdiessbach";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"07.12.2011";"Bern";"Schwarzenburg";"Guggisberg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"07.12.2011";"Bern";"Thun";"Pohlern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"07.12.2011";"Bern";"Konolfingen";"Konolfingen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"12.12.2011";"Bern";"Emmental";"Trub";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"12.12.2011";"Bern";"Konolfingen";"Münsingen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"17.11.2011";"Bern";"Bern";"Wohlen bei Bern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";4;0
"23.12.2011";"Bern";"Thun (bis 2010)";"Sigriswil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"28.12.2011";"Bern";"Trachselwald";"Walterswil (BE)";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"12.01.2012";"Bern";"Schwarzenburg";"Guggisberg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"12.01.2012";"Bern";"Niedersimmental";"Oberwil im Simmental";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"09.01.2012";"Bern";"Konolfingen";"Bowil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"09.01.2012";"Bern";"Bern";"Zollikofen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"19.01.2012";"Bern";"Schwarzenburg";"Rüschegg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"01.02.2012";"Bern";"Konolfingen";"Zäziwil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"20.02.2012";"Bern";"Aarwangen";"Oeschenbach";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"28.02.2012";"Bern";"Berner Jura";"Corgémont";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"23.02.2012";"Bern";"Bern";"Wohlen bei Bern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"12.03.2012";"Bern";"Seeland";"Rapperswil (BE)";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"01.02.2012";"Bern";"Konolfingen";"Tägertschi";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"15.03.2012";"Bern";"Courtelary";"Corgémont";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"27.03.2012";"Bern";"Bern-Mittelland";"Wohlen bei Bern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"22.03.2012";"Bern";"Emmental";"Rüegsau";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"28.03.2012";"Bern";"Bern-Mittelland";"Wileroltigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"04.05.2012";"Bern";"Seeland";"Rapperswil (BE)";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"15.05.2012";"Bern";"Emmental";"Heimiswil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"16.04.2012";"Bern";"Thun (bis 2010)";"Uetendorf";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"24.05.2012";"Bern";"Emmental";"Wynigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"05.12.2011";"Bern";"Obersimmental";"Boltigen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"27.06.2012";"Bern";"Emmental";"Wynigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";3;0
"16.08.2012";"Bern";"Thun";"Pohlern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"23.08.2012";"Bern";"Bern-Mittelland";"Wileroltigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"05.09.2012";"Bern";"Trachselwald";"Walterswil (BE)";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"11.09.2012";"Bern";"Bern";"Zollikofen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"30.08.2012";"Bern";"Konolfingen";"Tägertschi";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";6;0
"04.10.2012";"Bern";"Erlach";"Vinelz";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"04.10.2012";"Bern";"Trachselwald";"Lützelflüh";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"15.10.2012";"Bern";"Bern-Mittelland";"Wileroltigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"15.03.2012";"Bern";"Thun (bis 2010)";"Wachseldorn";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"30.04.2012";"Bern";"Aarberg";"Radelfingen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"11.10.2012";"Bern";"Berner Jura";"Corgémont";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"19.10.2012";"Bern";"Thun (bis 2010)";"Wachseldorn";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"31.10.2012";"Bern";"Aarwangen";"Oeschenbach";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"21.12.2012";"Bern";"Bern-Mittelland";"Wileroltigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"28.12.2012";"Bern";"Aarberg";"Radelfingen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"14.11.2012";"Bern";"Konolfingen";"Walkringen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"07.01.2013";"Bern";"Oberaargau";"Madiswil";"Zu überwachende Seuchen";"Proliferative Nierenkrankheit der Fische";"Fisch";"";17;0
"07.01.2013";"Bern";"Oberaargau";"Madiswil";"Zu überwachende Seuchen";"Proliferative Nierenkrankheit der Fische";"Fisch";"";8;0
"16.04.2013";"Bern";"Trachselwald";"Walterswil (BE)";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"24.05.2013";"Bern";"Emmental";"Bätterkinden";"Zu bekämpfende Seuchen";"Infektiöse Pankreasnekrose";"Fisch";"";1;0
"14.08.2013";"Bern";"Bern-Mittelland";"Walkringen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.08.2013";"Bern";"Bern-Mittelland";"Bowil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.08.2013";"Bern";"Bern-Mittelland";"Bleiken bei Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.08.2013";"Bern";"Thun";"Heiligenschwendi";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.08.2013";"Bern";"Interlaken-Oberhasli";"Gadmen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"14.08.2013";"Bern";"Oberaargau";"Melchnau";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"22.10.2013";"Bern";"Bern-Mittelland";"Belp";"Zu bekämpfende Seuchen";"Infektiöse Pankreasnekrose";"Fisch";"";1;0
"24.12.2013";"Bern";"Bern-Mittelland";"Belp";"Zu bekämpfende Seuchen";"Infektiöse Pankreasnekrose";"Fisch";"";1;0
"01.07.2010";"Bern";"Seftigen";"Rüeggisberg";"Zu überwachende Seuchen";"Echinococcose";"Schwein";"";1;0
"30.12.2011";"Bern";"Konolfingen";"Bowil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"27.12.2011";"Bern";"Seeland";"Studen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"11.05.2015";"Bern";"Bern-Mittelland";"Belp";"Zu bekämpfende Seuchen";"Infektiöse Pankreasnekrose";"Fisch";"";1;0
"27.01.2016";"Bern";"Erlach";"Ins";"Zu bekämpfende Seuchen";"Salmonella-Infektion des Geflügels und der Schweine (ab 2007)";"Huhn";"";1;4900
"20.10.2015";"Bern";"Bern-Mittelland";"Rubigen";"Zu bekämpfende Seuchen";"Infektiöse Pankreasnekrose";"Fisch";"";1;0
"31.05.2002";"Bern";"Konolfingen";"Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";3;3
"03.06.2002";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;2
"03.06.2002";"Bern";"Konolfingen";"Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;1
"06.06.2002";"Bern";"Konolfingen";"Worb";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";3;3
"01.06.2002";"Bern";"Konolfingen";"Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;2
"03.06.2002";"Bern";"Konolfingen";"Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";4;4
"11.06.2002";"Bern";"Thun (bis 2010)";"Heimberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";3;3
"29.05.2002";"Bern";"Konolfingen";"Grosshöchstetten";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;2
"03.06.2002";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";4;4
"05.06.2002";"Bern";"Konolfingen";"Häutligen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";4;4
"22.05.2002";"Bern";"Signau";"Langnau im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";2;2
"18.06.2002";"Bern";"Konolfingen";"Konolfingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"26.06.2002";"Bern";"Thun (bis 2010)";"Oberlangenegg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";6;0
"26.06.2002";"Bern";"Thun (bis 2010)";"Steffisburg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";3;0
